"person","property","value"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Object100002684"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Organism100004475"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Peer109626238"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Person100007846"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/PhysicalEntity100001930"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Poet110444194"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Producer110480018"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Scholar110557854"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Screenwriter110564400"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Scriptwriter110564905"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Translator110725280"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Traveler109629752"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Whole100003553"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Writer110794014"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/YagoLegalActor"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/YagoLegalActorGeo"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatColumbiaUniversityAlumni"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Wikicat20th-centuryAmericanNovelists"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Wikicat20th-centuryWriters"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Wikicat21st-centuryAmericanNovelists"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Wikicat21st-centuryAmericanWriters"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Wikicat21st-centuryWriters"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatAmericanCrimeFictionWriters"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatAmericanEssayists"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatAmericanExpatriatesInFrance"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatAmericanFilmDirectors"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatAmericanMaleNovelists"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatAmericanNovelists"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatAmericanPeople"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatAmericanPeopleOfPolish-JewishDescent"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatAmericanPoets"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatAmericanScreenwriters"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatAmericanTranslators"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatAmericanWriters"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatWriters"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatWritersFromNewYork"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatLivingPeople"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatPeopleFromNewJersey"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatPeopleFromNewark,NewJersey"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatPeopleFromSouthOrange,NewJersey"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatPoetsFromNewJersey"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/WikicatPostmodernWriters"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://rdf.freebase.com/ns/m.0683n"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://www.wikidata.org/entity/Q214642"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://cs.dbpedia.org/resource/Paul_Auster"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://de.dbpedia.org/resource/Paul_Auster"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://el.dbpedia.org/resource/Πολ_Όστερ"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Paul_Auster"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://eu.dbpedia.org/resource/Paul_Auster"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://fr.dbpedia.org/resource/Paul_Auster"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://it.dbpedia.org/resource/Paul_Auster"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://ja.dbpedia.org/resource/ポール・オースター"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://ko.dbpedia.org/resource/폴_오스터"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://nl.dbpedia.org/resource/Paul_Auster"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://pl.dbpedia.org/resource/Paul_Auster"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://pt.dbpedia.org/resource/Paul_Auster"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://wikidata.dbpedia.org/resource/Q214642"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://data.europa.eu/euodp/jrc-names/Paul_Auster"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://data.nytimes.com/87043997576753976933"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://sw.cyc.com/concept/Mx4rwFNOnZwpEbGdrcN5Y29ycA"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://yago-knowledge.org/resource/Paul_Auster"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/2002/07/owl#sameAs","http://d-nb.info/gnd/11910251X"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/New_Jersey"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Newark,_New_Jersey"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1947_births"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:20th-century_American_novelists"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:20th-century_American_poets"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:20th-century_essayists"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:20th-century_translators"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:21st-century_American_novelists"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:21st-century_American_poets"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:21st-century_essayists"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:21st-century_translators"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_crime_fiction_writers"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_essayists"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_expatriates_in_France"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_film_directors"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_male_essayists"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_male_novelists"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_male_poets"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_male_screenwriters"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_people_of_Polish-Jewish_descent"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_translators"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Columbia_University_alumni"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Commandeurs_of_the_Ordre_des_Arts_et_des_Lettres"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Fellows_of_the_American_Academy_of_Arts_and_Sciences"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Independent_Spirit_Award_winners"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Jewish_American_novelists"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Jewish_American_poets"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Members_of_the_American_Academy_of_Arts_and_Letters"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_South_Orange,_New_Jersey"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Postmodern_writers"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Prix_Médicis_étranger_winners"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Writers_from_New_York"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Writers_from_Newark,_New_Jersey"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://iem.at"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://paul-auster.com"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://paul-auster.com/"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.canal-l.com/index.php?id_video=315"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.cordite.org.au/features/george-dunford-interviews-paul-auster"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.faber.co.uk/site-media/audio-snippets/auster_interview.mp3"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.kcrw.com/etc/programs/bw"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.kcrw.com/news-culture/shows/bookworm/paul-auster-1/"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.kcrw.com/news-culture/shows/bookworm/paul-auster-2/"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.kcrw.com/news-culture/shows/bookworm/paul-auster/"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.guardian.co.uk/Archive/Article/0,4273,3869612,00.html"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.oxonianreview.org/wp/the-tyrannies-and-epiphanies-of-chance/"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.kwls.org/podcasts/paul_auster_and_siri_hustvedt/"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://books.guardian.co.uk/departments/generalfiction/story/0,,1939604,00.html"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://channel.louisiana.dk/video/paul-auster-how-i-became-writer"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://cle.ens-lyon.fr/39808285/0/fiche___pagelibre/"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://entertainment.timesonline.co.uk/tol/arts_and_entertainment/article825554.ece"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.3ammagazine.com/litarchives/nov2001/paul_auster_interview.html"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.openlettersmonthly.com/first-person-singular/"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.pwf.cz/en/authors-archive/paul-auster/"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.ub.uni-heidelberg.de/archiv/7259/"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://blogs.villagevoice.com/music/archives/2008/09/interview_paul.php"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/wikiPageExternalLink","http://cle.ens-lsh.fr/49289063/0/fiche___pagelibre/&RH=CDL_ANG110402"
"http://dbpedia.org/resource/Paul_Auster","http://xmlns.com/foaf/0.1/homepage","http://paul-auster.com"
"http://dbpedia.org/resource/Paul_Auster","http://xmlns.com/foaf/0.1/depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Paul_Auster_BBF_2010_Shankbone.jpg"
"http://dbpedia.org/resource/Paul_Auster","http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://en.wikipedia.org/wiki/Paul_Auster"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/thumbnail","http://commons.wikimedia.org/wiki/Special:FilePath/Paul_Auster_BBF_2010_Shankbone.jpg?width=300"
"http://dbpedia.org/resource/Paul_Auster","http://www.w3.org/ns/prov#wasDerivedFrom","http://en.wikipedia.org/wiki/Paul_Auster?oldid=742612219"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Absurdist_fiction"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Crime_fiction"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Mystery_fiction"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/movement","http://dbpedia.org/resource/Postmodernism"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Novelist"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Poet"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/spouse","http://dbpedia.org/resource/Siri_Hustvedt"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/ontology/spouse","http://dbpedia.org/resource/Lydia_Davis"
"http://dbpedia.org/resource/Paul_Auster","http://dbpedia.org/property/wordnet_type","http://www.w3.org/2006/03/wn/wn20/instances/synset-writer-noun-1"
"http://dbpedia.org/resource/Paul_Auster","http://purl.org/linguistics/gold/hypernym","http://dbpedia.org/resource/Author"
