"person1"
"http://dbpedia.org/resource/Alan_Rickman"
"http://dbpedia.org/resource/Alfred_Bester"
"http://dbpedia.org/resource/Andrew_Lloyd_Webber"
"http://dbpedia.org/resource/Andrew_Sarris"
"http://dbpedia.org/resource/Andrzej_Wajda"
"http://dbpedia.org/resource/Andrzej_Żuławski"
"http://dbpedia.org/resource/André_Malraux"
"http://dbpedia.org/resource/Anthony_Burgess"
"http://dbpedia.org/resource/August_Strindberg"
"http://dbpedia.org/resource/Blake_Edwards"
"http://dbpedia.org/resource/Bruce_Lee"
"http://dbpedia.org/resource/Buster_Keaton"
"http://dbpedia.org/resource/Catherine_the_Great"
"http://dbpedia.org/resource/Charlton_Heston"
"http://dbpedia.org/resource/Christine_McVie"
"http://dbpedia.org/resource/Christopher_Lambert"
"http://dbpedia.org/resource/Clint_Eastwood"
"http://dbpedia.org/resource/Dan_Aykroyd"
"http://dbpedia.org/resource/Dannii_Minogue"
"http://dbpedia.org/resource/Dudley_Moore"
"http://dbpedia.org/resource/Edmond_Hamilton"
"http://dbpedia.org/resource/Elia_Kazan"
"http://dbpedia.org/resource/Eric_Idle"
"http://dbpedia.org/resource/George_Sand"
"http://dbpedia.org/resource/Gillian_Anderson"
"http://dbpedia.org/resource/Glenn_Close"
"http://dbpedia.org/resource/Gérard_Depardieu"
"http://dbpedia.org/resource/Harry_Houdini"
"http://dbpedia.org/resource/Helen_Hunt"
"http://dbpedia.org/resource/Honoré_de_Balzac"
"http://dbpedia.org/resource/Irving_Berlin"
"http://dbpedia.org/resource/John_Carpenter"
"http://dbpedia.org/resource/John_Huston"
"http://dbpedia.org/resource/José_Saramago"
"http://dbpedia.org/resource/Karel_Čapek"
"http://dbpedia.org/resource/Kevin_J._Anderson"
"http://dbpedia.org/resource/Leigh_Brackett"
"http://dbpedia.org/resource/Lenny_Bruce"
"http://dbpedia.org/resource/Leonid_Brezhnev"
"http://dbpedia.org/resource/Luc_Besson"
"http://dbpedia.org/resource/Mai_Zetterling"
"http://dbpedia.org/resource/Michelangelo_Antonioni"
"http://dbpedia.org/resource/Mick_Jagger"
"http://dbpedia.org/resource/Micky_Dolenz"
"http://dbpedia.org/resource/Miloš_Forman"
"http://dbpedia.org/resource/Molière"
"http://dbpedia.org/resource/Natalie_Portman"
"http://dbpedia.org/resource/Nelly_Furtado"
"http://dbpedia.org/resource/Norman_Cook"
"http://dbpedia.org/resource/Paul_Newman"
"http://dbpedia.org/resource/Peter_Bogdanovich"
"http://dbpedia.org/resource/Peter_Weir"
"http://dbpedia.org/resource/Prince_(musician)"
"http://dbpedia.org/resource/Purushottam_Laxman_Deshpande"
"http://dbpedia.org/resource/R._Kelly"
"http://dbpedia.org/resource/Roald_Dahl"
"http://dbpedia.org/resource/Roberto_Benigni"
"http://dbpedia.org/resource/Roberto_Rossellini"
"http://dbpedia.org/resource/Sacha_Baron_Cohen"
"http://dbpedia.org/resource/Saddam_Hussein"
"http://dbpedia.org/resource/Salman_Rushdie"
"http://dbpedia.org/resource/Salvador_Dalí"
"http://dbpedia.org/resource/Sandra_Bullock"
"http://dbpedia.org/resource/Shania_Twain"
"http://dbpedia.org/resource/Susan_Cooper"
"http://dbpedia.org/resource/Thomas_Hardy"
"http://dbpedia.org/resource/Tom_Hanks"
