LastName;FirstName;BookTitle;PagesNb;Isbn;PublisherName;
McCullough;David Gaub;The Path Between the Seas;698;978-0-671-22563-6;Simon & Schuster;
McCune;Adam;The Rats of Hamelin;290;0-8024-6701-6;Moody Publishers;
McDaniel;Lurlene;Letting Go of Lisa;181;978-0-385-90196-3;Dell Publishing;
McDonald;Megan;The Bridge to Nowhere (novel);154;978-0-531-05478-9;Orchard Books;
McElroy;Joseph;Hind's Kidnap;534;978-0-89366-105-2;Harper (publisher);
McElvaine;Robert S.;Grand Theft Jesus;336;978-0-307-39578-8;Crown Publishing Group;
McGuire;Seanan;Deadline (Grant novel);519;978-1-84149-899-7;Orbit Books;
McGuire;Seanan;Blackout (Grant novel);672;316081078;Orbit Books;
McGuire;Seanan;Feed (Grant novel);599;ISBN 978-0-316-08105-4;Orbit Books;
McKibben;Bill;Deep Economy;271;978-0-8050-7626-4;Henry Holt and Company;
McKillip;Patricia A.;Od Magic;320;ISBN 0-441-01248-5;Ace Books;
McKillip;Patricia A.;Winter Rose (novel);262;ISBN 0-441-00334-6;Ace Books;
McKillip;Patricia A.;The Riddle-Master of Hed;227;0-345-28881-5;Del Rey Books;
McKillip;Patricia A.;Ombria in Shadow;304;0-441-00895-X;Ace Books;
McKillip;Patricia A.;The Forgotten Beasts of Eld;217;ISBN 0-689-30434-X;Atheneum Books;
McKillip;Patricia A.;Alphabet of Thorn;314;ISBN 0-441-01130-6 (first edition, hardback);Ace Books;
McKillip;Patricia A.;Heir of Sea and Fire;204;0-689-30606-7;Atheneum Books;
McKillip;Patricia A.;Harpist in the Wind;256;0-689-30687-3;Atheneum Books;
McKillip;Patricia A.;In the Forests of Serre;304;0-441-01011-3;Ace Books;
McKillip;Patricia A.;The Bell at Sealey Head;288;ISBN 0-441-01630-8;Ace Books;
McKillip;Patricia A.;The Tower at Stony Wood;304;0-441-00733-3;Ace Books;
McKillip;Patricia A.;The Book of Atrix Wolfe;252;ISBN 0-441-00211-0;Ace Books;
McKillip;Patricia A.;Song for the Basilisk;314;0-441-00447-4;Ace Books;
McKillip;Patricia A.;Solstice Wood;288;ISBN 0-441-01366-X;Ace Books;
McKinley;Robin;Chalice (novel);272;978-0-399-24676-0;G. P. Putnam's Sons;
McKinley;Robin;The Blue Sword;320;978-0-688-00938-0;HarperCollins;
McKinley;Robin;The Hero and the Crown;227;0-441-32809-1;HarperCollins;
McKinley;Robin;Rose Daughter;320;0-688-15439-5;HarperCollins;
McKinley;Robin;Dragonhaven;352;978-0-399-24675-3;Penguin Group;
McKinley;Robin;Deerskin (novel);309;0-441-14226-5;Ace Books;
McKinley;Robin;Spindle's End;400;0-399-23466-7;G. P. Putnam's Sons;
McMann;Lisa;Wake (McMann novel);325;1-4169-7447-4;Simon & Schuster;
McPherson;James M.;Battle Cry of Freedom (book);904;978-0195038637;Oxford University Press;
McQuay;Mike;Richter 10;446;0-575-60110-8;Victor Gollancz Ltd;
Meacham;Jon;American Lion (book);512;1-4000-6325-6;Random House;
Mead;Richelle;Spirit Bound;489;978-1-59514-250-4;Penguin Group;
Mead;Richelle;The Golden Lily (Mead novel);400;978-1-59514-318-1;Razorbill;
Mead;Richelle;Last Sacrifice;594;978-1-59514-306-8;Penguin Group;
Mead;Richelle;Bloodlines (Mead novel);421;978-1-59514-317-4;Penguin Group;
Mead;Richelle;Shadow Kiss;448;978-1-59514-197-2;Penguin Group;
Mead;Richelle;Blood Promise (novel);503;978-1-59514-198-9;Penguin Group;
Mead;Richelle;The Fiery Heart;420;978-1-59514-320-4;Razorbill;
Mead;Richelle;Frostbite (Mead novel);336;978-1-59514-175-0;Penguin Group;
Mebus;Scott;Gods of Manhattan;272;ISBN 978-0-525-47955-0;Dutton Penguin;
Mehta;Hemant;I Sold My Soul on eBay;224;1-4000-7347-2;Random House;
Melo;Richard;Jokerman 8;280;978-1-932360-34-9;Soft Skull Press;
Merril;Judith;SF: The Year's Greatest Science Fiction and Fantasy;352;NA;Gnome Press;
Merril;Judith;SF '57: The Year's Greatest Science Fiction and Fantasy;320;NA;Gnome Press;
Merril;Judith;SF '58: The Year's Greatest Science Fiction and Fantasy;255;NA;Gnome Press;
Merril;Judith;SF '59: The Year's Greatest Science Fiction and Fantasy;256;NA;Gnome Press;
Mertz;Barbara;The Deeds of the Disturber;289;0-689-11907-0;Simon & Schuster;
Mertz;Barbara;Amelia Peabody's Egypt;334;ISBN 0-06-053811-2;William Morrow and Company;
Mertz;Barbara;Children of the Storm;400;0-06-621476-9;William Morrow and Company;
Mertz;Barbara;Guardian of the Horizon;399;0-06-621471-8;William Morrow and Company;
Mertz;Barbara;He Shall Thunder in the Sky;400;0-380-97659-5;William Morrow and Company;
Mertz;Barbara;Lord of the Silent;400;0-380-97884-9;William Morrow and Company;
Mertz;Barbara;Lion in the Valley;291;ISBN 0-689-11619-5 (paperback edition);Atheneum Books;
Mertz;Barbara;Seeing a Large Cat;386;0-446-51834-4;Grand Central Publishing;
Mertz;Barbara;The Ape Who Guards the Balance;376;0-380-97657-9;Avon (publisher);
Mertz;Barbara;The Hippopotamus Pool;384;0-446-51833-6;Grand Central Publishing;
Mertz;Barbara;The Last Camel Died at Noon;352;0-446-51483-7;Grand Central Publishing;
Mertz;Barbara;The Mummy Case;313;ISBN 0-86553-140-4 (Congdon & Weed), 0312925476 (St. Martin's Press);Thomas Congdon;
Mertz;Barbara;The Falcon at the Portal;366;0-380-97658-7;Avon (publisher);
Mertz;Barbara;The Snake, the Crocodile, and the Dog;340;ISBN 0-446-51585-X;Grand Central Publishing;
Mertz;Barbara;The Serpent on the Crown;350;0-06-059178-1;HarperCollins;
Mertz;Barbara;Tomb of the Golden Bird;381;0-06-059180-3;HarperCollins;
Mertz;Barbara;The Curse of the Pharaohs (novel);357;0-396-07963-6;Dodd, Mead and Company;
Mertz;Barbara;Wings of the Falcon;314;0-396-07458-8;Dodd, Mead and Company;
Meyer;Carolyn;Cleopatra Confesses;291;978-1416987284;Simon & Schuster;
Meyer;Philipp;American Rust;367;978-0-385-52751-4;Spiegel & Grau;
Meyer;Stephenie;Eclipse (Meyer novel);629;978-0-316-16020-9;Little, Brown and Company;
Meyer;Stephenie;New Moon (novel);563;0-316-16019-9;Little, Brown and Company;
Meyer;Stephenie;The Short Second Life of Bree Tanner;178;ISBN 1-907410-36-8;Little, Brown and Company;
Meyer;Stephenie;The Host (novel);809;0-316-06804-7;Little, Brown and Company;
Meyer;Stephenie;Breaking Dawn;756;ISBN 0-316-06792-X;Little, Brown and Company;
Meyer;Stephenie;The Twilight Saga: The Official Illustrated Guide;576;978-0-316-04312-0;Little, Brown and Company;
Michener;James A.;Alaska (novel);868;0-394-55154-0;Random House;
Michener;James A.;Centennial (novel);909;0-394-47970-X;Random House;
Michener;James A.;Space (novel);622;0-394-50555-7;Random House;
Michener;James A.;The Bridges at Toko-Ri (novel);147;0-394-41780-1 / 0-394-41780-1;Random House;
Michener;James A.;The Bridge at Andau;270;0-394-41778-X;Random House;
Michener;James A.;Caravans (novel);341;0-394-41849-2;Random House;
Michener;James A.;Mexico (novel);625;0-679-41649-8;Random House;
Michener;James A.;Poland (novel);556;0-394-53189-2;Random House;
Michener;James A.;Texas (novel);1096;0-394-54154-5;Random House;
Michener;James A.;The Covenant (novel);879;0-394-50505-0;Random House;
Michener;James A.;Chesapeake (novel);865;0-394-50079-2;Random House;
Michener;James A.;The Fires of Spring;495;1-4990-7709-2;Random House;
Michener;James A.;The Drifters (novel);751;0-394-46200-9;Random House;
Michener;James A.;Matecumbe (novel);165;0-8130-3152-4;University Press of Florida;
Michener;James A.;The World Is My Home;528;978-0-8129-7813-1;Random House;
Michener;James A.;Recessional (novel);484;0-679-43612-X;Random House;
Michener;James A.;Legacy (Michener novel);176;0-394-56432-4;Random House;
Michener;James A.;Caribbean (novel);672;0-394-56561-4;Random House;
Michener;James A.;The Novel;446;0-679-40133-4;Random House;
Michener;James A.;Iberia (book);818;0-394-42982-6;Random House;
Michener;James A.;Journey (novel);224;0-394-57826-0;Random House;
Michener;James A.;The Watermen;193;ISBN 0-394-50660-X;Random House;
Michener;James A.;Miracle in Seville;107;0-679-41822-9;Random House;
Micklem;Sarah;Firethorn (novel);400;ISBN 0-7432-4794-9 (first edition, hardback);Charles Scribner's Sons;
Miller;Caroline Adams;My Name Is Caroline;278;0-385-24208-5;Doubleday (publisher);
Miller;P. Schuyler;The Titan (collection);252;NA;Fantasy Press;
Miller;P. Schuyler;Genus Homo (novel);225;NA;Fantasy Press;
Miller;Serena B.;Love Finds You in Sugarcreek, Ohio (novel);320;978-1609360023;Guideposts;
Millhauser;Steven;Edwin Mullhouse;305;0-394-48009-0;Alfred A. Knopf;
Millhauser;Steven;The Barnum Museum;237;978-0-671-68640-6;Poseidon Press;
Mitchard;Jacquelyn;The Deep End of the Ocean;434;ISBN 0-670-86579-6 (hardback edition) & ISBN 0-00-649909-0 (paperback edition);Allen Lane;
Mitchell;Joseph;Joe Gould's Secret;208;0-375-70804-9;Vintage Books;
Mitchell;Margaret Munnerlyn;Lost Laysen;127;0-684-82428-0;Charles Scribner's Sons;
Monette;Sarah;Mélusine (novel);432;0-441-01286-8;Ace Books;
Monette;Sarah;The Virtu;448;0-441-01404-6;Ace Books;
Monette;Sarah;The Mirador (novel);432;0-441-01500-X;Ace Books;
Moning;Karen Marie;Darkfever;309;978-0385339155;Dell Publishing;
Moody;Rick;The Ice Storm;279;0-316-57921-1;Little, Brown and Company;
Moody;Rick;Garden State (novel);224;ISBN 0-916366-73-1 (first edition, hardback);Pushcart Press;
Moon;Elizabeth;Sassinak;333;0-671-69863-X;Baen Books;
Moon;Elizabeth;Hunting Party (novel);364;ISBN 0-671-72176-3 (Dec. 1995);Baen Books;
Moon;Elizabeth;Rules of Engagement (Elizabeth Moon novel);497;ISBN 0-671-57841-3 (paperback);Baen Books;
Moon;Elizabeth;Generation Warriors;345;0-671-72041-4;Baen Books;
Moon;Elizabeth;Change of Command;436;ISBN 0-671-31963-9 (December 2000 edition);Baen Books;
Moon;Elizabeth;Once a Hero (novel);400;0-671-87871-9;Baen Books;
Moon;Elizabeth;Sporting Chance;383;0-671-87619-8;Baen Books;
Moon;Elizabeth;Against the Odds (novel);529;ISBN 978-0-671-31850-5;Baen Books;
Moon;Elizabeth;Remnant Population;339;0-671-87718-6;Baen Books;
Mooney;Chris;Unscientific America;224;ISBN 978-0-465-01305-0;Basic Books;
Mooney;Chris;The Republican Brain;327;9,78E+12;John Wiley & Sons;
Moore;C. L.;Northwest of Earth;212;NA;Gnome Press;
Moore;C. L.;Shambleau and Others;224;NA;Gnome Press;
Moore;C. L.;Scarlet Dream;328;0-937986-42-9;Donald M. Grant, Publisher;
Moore;C. L.;Black God's Shadow;252;NA;Donald M. Grant, Publisher;
Moore;C. L.;Judgment Night (collection);344;NA;Gnome Press;
Moore;Christopher;Fool (novel);336;ISBN 978-0-06-059031-4;William Morrow and Company;
Moore;Christopher;Bloodsucking Fiends;304;0-684-81097-2;Simon & Schuster;
Moore;Christopher;Coyote Blue;304;0-06-073543-0;Simon & Schuster;
Moore;Christopher;Fluke, or, I Know Why the Winged Whale Sings;336;0-380-97841-5;William Morrow and Company;
Moore;Christopher;Lamb: The Gospel According to Biff, Christ's Childhood Pal;464;0-380-81381-5;William Morrow and Company;
Moore;Christopher;Island of the Sequined Love Nun;325;0-06-073544-9;Avon (publisher);
Moore;Christopher;The Stupidest Angel;288;0-06-084235-0;William Morrow and Company;
Moore;Kelly;Neverwas (novel);320;0-545-43418-1;Arthur A. Levine Books;
Moore;Kelly;Amber House (novel);368;0-545-43416-5;Arthur A. Levine Books;
Moore;Ward;Bring the Jubilee;243;978-0-345-40502-9;Ballantine Books;
Moran;Daniel Keys;Tales of the Bounty Hunters;400;ISBN 0-553-56816-7;Bantam Spectra;
Moran;Daniel Keys;Tales from Jabba's Palace;464;ISBN 0-553-56815-9;Bantam Spectra;
Moran;Daniel Keys;Tales from the Mos Eisley Cantina;400;ISBN 0-553-56468-4;Bantam Spectra;
Morrison;Toni;Jazz (novel);229;0-679-41167-4;Alfred A. Knopf;
Morrison;Toni;Desdemona (play);64;ISBN 978-1-849-43389-1 (Paperback edition);Oberon Books;
Morrison;Toni;Love (Morrison novel);208;978-0-375-40944-8;Alfred A. Knopf;
Morrison;Toni;Beloved (novel);324;1-58060-120-0;Alfred A. Knopf;
Morrison;Toni;Paradise (novel);318;ISBN 0-679-43374-0 (hardback edition) & ISBN 0-452-28039-7;Alfred A. Knopf;
Morrison;Toni;Song of Solomon (novel);337;0-452-26011-6;Alfred A. Knopf;
Morrison;Toni;Sula (novel);192;ISBN 0-394-48044-9 (hardback edition);Alfred A. Knopf;
Morrison;Toni;Tar Baby (novel);320;0-394-42329-1;Alfred A. Knopf;
Morrison;Toni;A Mercy;176;ISBN 978-0-307-26423-7;Alfred A. Knopf;
Morrison;Toni;Home (Morrison novel);145;978-0-307-59416-7;Alfred A. Knopf;
Morrison;Toni;The Bluest Eye;224;ISBN 978-0-375-41155-7 (Hardcover edition);Holt McDougal;
Morrow;James;Only Begotten Daughter;312;0-688-05284-3;William Morrow and Company;
Moskowitz;Sam;Seekers of Tomorrow;441;NA;Omaha World-Herald;
Moskowitz;Sam;Masterpieces of Science Fiction;552;NA;Omaha World-Herald;
Moskowitz;Sam;History of the Movement From 1854 to 1890;255;NA;Donald M. Grant, Publisher;
Moskowitz;Sam;Modern Masterpieces of Science Fiction;518;NA;Omaha World-Herald;
Moskowitz;Sam;Explorers of the Infinite;353;NA;Omaha World-Herald;
Mullen;Stanley;Kinsmen of the Dragon;336;NA;Shasta Publishers;
Mullen;Thomas;The Last Town on Earth;392;978-1-4000-6520-2;Random House;
Munn;H. Warner;The Banner of Joan;127;NA;Donald M. Grant, Publisher;
Munn;H. Warner;Merlin's Ring;366;0-345-24010-3;Ballantine Books;
Munsch;Robert;The Paper Bag Princess;32;0-920236-16-2;Annick Press;
Myers;Gary;The House of the Worm;77;0-87054-071-8;Arkham House;
Myers;Walter Dean;Fallen Angels (Myers novel);320;0-590-40942-5;Scholastic Corporation;
Myers;Walter Dean;Monster (Myers novel);281;ISBN 0-06-440731-4;HarperCollins;
Myron;Vicki;Dewey: The Small-Town Library Cat Who Touched the World;304;ISBN 978-0-446-40741-0;Hachette Book Group;
Neely;Barbara;Blanche on the Lam;180;0-312-06908-1;St. Martin's Press;
Neiderman;Andrew;The Baby Squad;374;ISBN 0-7434-1270-2 (paperback edition);Pocket Books;
Neville;Emily;It's Like This, Cat;181;0-06-024390-2;Harper (publisher);
Niffenegger;Audrey;Her Fearful Symmetry;304;978-0-224-08562-5;Random House;
Niles;Douglas;Fox on the Rhine;546;0-8125-7466-4;Tor Books;
Niles;Douglas;Darkwalker on Moonshae;380;0-88038-451-4;TSR (company);
Niles;Douglas;Dungeoneer's Survival Guide;128;880382724;TSR (company);
Niles;Douglas;War of the Worlds: New Millennium;332;ISBN 0-7653-1142-9 (first edition, hardback);Tor Books;
Niles;Douglas;Fox at the Front;672;0-7653-4399-1;Tor Books;
Niswander;Adam;The Sand Dwellers;263;1-878252-29-1;Fedogan & Bremer;
Niven;Larry;Stars and Gods;365;978-0-765-30864-1;Tor Books;
Niven;Larry;The Best of Larry Niven;618;978-1-59606-331-0;Subterranean Press;
Niven;Larry;The Flight of the Horse;212;NA;Ballantine Books;
Niven;Larry;The Flying Sorcerers;316;0-345-02331-5;Ballantine Books;
Niven;Larry;Lucifer's Hammer;494;0-87223-487-8;Playboy;
Niven;Larry;Tales of Known Space;240;0-345-24563-6;Ballantine Books;
Niven;Larry;The Gripping Hand;401;0-671-79573-2;Pocket Books;
Niven;Larry;The Mote in God's Eye;537;0-671-21833-6;Simon & Schuster;
Niven;Larry;Rainbow Mars;316;0-312-86777-8;Tor Books;
Niven;Larry;The Ringworld Throne;424;0-345-35861-9;Del Rey Books;
Niven;Larry;Building Harlequin's Moon;400;ISBN 0-7653-1266-2 (hardcover), ISBN 0-7653-5129-3 (paperback);Tor Books;
Niven;Larry;Burning Tower;448;0-7434-1691-0;Pocket Books;
Niven;Larry;A World Out of Time;243;0-03-017776-6;Holt McDougal;
Niven;Larry;Footfall;495;ISBN 0-345-32347-5 (first edition, hardcover);Del Rey Books;
Niven;Larry;N-Space (short story collection);527;0-8125-1001-1;Tor Books;
Niven;Larry;Juggler of Worlds;352;765318261;Tor Books;
Niven;Larry;The Legacy of Heorot;368;978-0-671-64094-1;Simon & Schuster;
Niven;Larry;Ringworld's Children;288;0-7653-0167-9;Tor Books;
Niven;Larry;The Smoke Ring (novel);302;0-345-30256-7;Del Rey Books;
Niven;Larry;A Hole in Space;196;0-345-24011-1;Ballantine Books;
Niven;Larry;The Integral Trees;240;0-345-31270-8;Del Rey Books;
Niven;Larry;The Ringworld Engineers;355;0-932096-03-4;Phantasia Press;
Niven;Larry;Inferno (Niven and Pournelle novel);237;0-671-80490-1;Pocket Books;
Niven;Larry;Escape from Hell (novel);336;978-0-7653-1632-5;Tor Books;
Niven;Larry;Fleet of Worlds;304;0-7653-1825-3;Tor Books;
Niven;Larry;Betrayer of Worlds;320;0-7653-2608-6;Tor Books;
Niven;Larry;Destroyer of Worlds (novel);368;0-7653-2205-6;Tor Books;
Nixon;Joan Lowery;The Haunting (Nixon novel);192;0-385-32247-X;Dell Publishing;
Nolan;Philp Francis;Buck Rogers: A Life in the Future;312;0-7869-0144-6;TSR (company);
Nolan;William F.;Logan's Run;133;NA;Dial Press;
Norman;John;Time Slave;380;978-0-7592-9778-4;DAW Books;
Norman;John;Ghost Dance (novel);342;978-0-7592-9774-6;Ballantine Books;
Norton;Andre;Sargasso of Space;185;NA;Gnome Press;
Norton;Andre;The Many Worlds of Andre Norton;208;0-8019-5927-6;Chilton Company;
Norton;Andre;The Beast Master;192;0-15-206049-9 (edition?);Harcourt (publisher);
Norton;Andre;Grand Masters' Choice;221;0-915368-42-0;NESFA Press;
Norton;Andre;Plague Ship;192;9,78E+12;Gnome Press;
Norton;Andre;Lore of the Witch World;223;0-87997-560-1;DAW Books;
Norton;Andre;Magic in Ithkar 3;319;0-8125-4734-9;Tor Books;
Norton;Andre;Magic in Ithkar 4;278;0-8125-4719-5;Tor Books;
Norton;Andre;Witch World (novel);222;(Gregg, 1977);Ace Books;
Norton;Andre;Magic in Ithkar 2;306;0-8125-4745-4;Tor Books;
Norton;Andre;Spell of the Witch World;159;978-0-88677-242-0;DAW Books;
Norton;Andre;Magic in Ithkar;317;0-8125-4740-3;Tor Books;
Norton;Andre;Moon Mirror;199;0-312-93098-4;Tor Books;
Norton;Andre;Wizards' Worlds;500;0-312-93191-3;Tor Books;
Nourse;Alan E.;The Bladerunner;245;0-679-20289-7;David McKay Publications;
Novik;Naomi;Victory of Eagles;352;ISBN 978-0-345-49688-1;HarperCollins;
Novik;Naomi;Tongues of Serpents;288;ISBN 978-0-345-49689-8;HarperCollins;
Novik;Naomi;Blood of Tyrants;431;ISBN 978-0345522894;HarperCollins;
Novik;Naomi;His Majesty's Dragon;356;0-345-48128-3;Del Rey Books;
Novik;Naomi;Crucible of Gold;336;ISBN 978-0345522863;HarperCollins;
Noël;Alyson;Evermore (novel);320;ISBN 0-312-53275-X (US paperback edition);St. Martin's Press;
Noël;Alyson;Radiance (book);192;ISBN 978-0-330-52691-3;Macmillan Publishers (United States);
Noël;Alyson;Blue Moon (Noël novel);304;0-312-53276-8;St. Martin's Press;
Numeroff;Laura;If You Give a Mouse a Cookie;28;60245867;Harper (publisher);
O'Brien;Robert C.;A Report from Group 17;223;9,78E+12;Macmillan Publishers (United States);
O'Dell;Scott;Island of the Blue Dolphins;194;0-395-06962-9;Houghton Mifflin Harcourt;
O'Dell;Scott;The King's Fifth;272;ISBN 0-395-06963-7 (hardcover), ISBN 0-440-94538-0 (paperback);Houghton Mifflin Harcourt;
O'Dell;Scott;Sing Down the Moon;144;9,78E+12;Houghton Mifflin Harcourt;
O'Dell;Scott;My Name Is Not Angelica;130;ISBN 0395510619, 9780395510612;Houghton Mifflin Harcourt;
O'Nan;Stewart;Everyday People (novel);295;0-8021-1681-7;Grove Press;
O'Nan;Stewart;Faithful (book);432;978-0-7432-6752-6;Charles Scribner's Sons;
Obrien;Tim;Tomcat in Love;238;0-7679-0202-5;Broadway Books;
Obrien;Tim;The Things They Carried;273;767902890;Houghton Mifflin Harcourt;
Offutt;Andrew J.;Swords Against Darkness V;288;0-89083-550-0;Kensington Books;
Offutt;Andrew J.;Swords Against Darkness II;284;0-89083-293-5;Kensington Books;
Offutt;Andrew J.;The Sword of Skelos;246;0-553-12970-8;Bantam Books;
Offutt;Andrew J.;Swords Against Darkness III;288;0-89083-339-7;Kensington Books;
Offutt;Andrew J.;Swords Against Darkness IV;272;ISBN 0-89083-539-X;Kensington Books;
Offutt;Andrew J.;Swords Against Darkness;288;0-89083-293-5;Kensington Books;
Oliver;Lauren;Pandemonium (novel);383;9,78E+12;HarperCollins;
Olsen;Jack;Night of the Grizzlies;221;ISBN 0-943972-48-5 (First facsimile edition, paperback, 1996);G. P. Putnam's Sons;
Olsen;Lance;Girl Imagined by Chance;328;ISBN 1573661031;Fiction Collective Two;
Olsen;Lance;Calendar of Regrets;456;ISBN 1573661570;Fiction Collective Two;
Olsen;Lance;Nietzsche's Kisses;244;ISBN 1573661279;Fiction Collective Two;
Olsen;Lance;Tonguing the Zeitgeist;192;ISBN 1882633040;Fiction Collective Two;
Page;Gerald W.;Heroic Fantasy (anthology);320;0-87997-455-9;DAW Books;
Page;Gerald W.;Nameless Places;279;0-87054-073-4;Arkham House;
Palahniuk;Chuck;Stranger than Fiction: True Stories;233;ISBN 0-385-50448-9 (first edition, hardcover);Doubleday (publisher);
Palahniuk;Chuck;Choke (novel);304;0-385-50156-0;Doubleday (publisher);
Palahniuk;Chuck;Diary (novel);272;0-385-50947-2;Doubleday (publisher);
Palahniuk;Chuck;Invisible Monsters;297;0-393-31929-6;W. W. Norton & Company;
Palahniuk;Chuck;Rant (novel);319;978-0-385-51787-4;Doubleday (publisher);
Palahniuk;Chuck;Damned (Palahniuk novel);247;978-0-224-09115-2;Jonathan Cape;
Palahniuk;Chuck;Haunted (Palahniuk novel);416;0-385-50948-0;Doubleday (publisher);
Palahniuk;Chuck;Fight Club (novel);208;0-393-03976-5;W. W. Norton & Company;
Palahniuk;Chuck;Lullaby (Palahniuk novel);272;0-385-50447-0;Doubleday (publisher);
Palahniuk;Chuck;Tell-All;179;978-0-385-52635-7;Doubleday (publisher);
Palahniuk;Chuck;Survivor (Palahniuk novel);304;0-393-04702-4;W. W. Norton & Company;
Palahniuk;Chuck;Snuff (Palahniuk novel);208;978-0-385-51788-1;Doubleday (publisher);
Paley;Grace;The Collected Stories of Grace Paley;386;978-0-374-52431-9;Farrar, Straus and Giroux;
Paolini;Christopher;Inheritance (Paolini novel);860;978-0375856112;Alfred A. Knopf;
Paolini;Christopher;Eldest;668;ISBN 0-375-82670-X (hardcover edition);Alfred A. Knopf;
Paolini;Christopher;Brisingr;749;978-0739368046;Alfred A. Knopf;
Park;Linda Sue;Click (novel);217;978-0-439-41138-7;Arthur A. Levine Books;
Park;Linda Sue;A Single Shard;152;0-395-97827-0;Houghton Mifflin Harcourt;
Park;Linda Sue;Storm Warning (The 39 Clues);190;978-0-545-06049-3;Scholastic Corporation;
Parker;Robert B.;Promised Land (novel);182;0-395-24771-3;Houghton Mifflin Harcourt;
Parker;Robert B.;Blue Screen (novel);320;0-425-21598-9;Berkley Books;
Parker;Robert B.;Perchance to Dream (novel);271;ISBN 978-0-399-13580-4;G. P. Putnam's Sons;
Parker;Robert B.;Double Deuce;224;0-399-13721-1;G. P. Putnam's Sons;
Parker;Robert B.;School Days (novel);304;0-399-15323-3;G. P. Putnam's Sons;
Parker;Robert B.;Death in Paradise (novel);320;0-399-14779-9;G. P. Putnam's Sons;
Parker;Robert B.;Bad Business;320;0-399-15145-1;G. P. Putnam's Sons;
Parker;Robert B.;Spare Change (novel);304;978-0-399-15425-6;Berkley Books;
Parker;Robert B.;The Judas Goat;181;0-395-26682-3;Houghton Mifflin Harcourt;
Parker;Robert B.;Hundred-Dollar Baby;320;0-399-15376-4;G. P. Putnam's Sons;
Parker;Robert B.;Crimson Joy;211;0-385-29651-7;Dell Publishing;
Parker;Robert B.;Paper Doll (novel);223;0-399-13818-8;G. P. Putnam's Sons;
Parker;Robert B.;Night and Day (Parker novel);304;978-0-399-15541-3;G. P. Putnam's Sons;
Parker;Robert B.;Poodle Springs;290;ISBN 0-425-12343-X (pb);G. P. Putnam's Sons;
Parker;Robert B.;A Catskill Eagle;311384;0-385-29385-2, 0440111323;Dell Publishing;
Parker;Robert B.;Small Vices;308;0-399-14244-4;G. P. Putnam's Sons;
Parker;Robert B.;Thin Air (novel);293;0-399-14020-4;G. P. Putnam's Sons;
Parker;Robert B.;Pastime (novel);223;0-399-13628-2;G. P. Putnam's Sons;
Parker;Robert B.;Mortal Stakes;172;0-395-21969-8;Houghton Mifflin Harcourt;
Parker;Robert B.;Stranger in Paradise (novel);304;978-0-399-15460-7;G. P. Putnam's Sons;
Parker;Robert B.;A Savage Place;186;0-385-28951-0;Dell Publishing;
Parker;Robert B.;High Profile;304;978-0-399-15404-1;G. P. Putnam's Sons;
Parker;Robert B.;Pale Kings and Princes;256;978-0-385-29538-3;Dell Publishing;
Parker;Robert B.;The Godwulf Manuscript;186;0-395-18011-2;Houghton Mifflin Harcourt;
Parker;Robert B.;Early Autumn (Robert B. Parker novel);224;978-0-440-12214-2;Dell Publishing;
Parker;Robert B.;Appaloosa (novel);288;0-399-15277-6;G. P. Putnam's Sons;
Parker;Robert B.;Trouble in Paradise (Parker novel);324;0-399-14433-1;G. P. Putnam's Sons;
Parker;Robert B.;Night Passage (novel);322;978-0-399-14304-5;G. P. Putnam's Sons;
Parker;Robert B.;Sea Change (Parker novel);304;978-0-399-15267-2;G. P. Putnam's Sons;
Parker;Robert B.;Potshot (novel);352;0-399-14710-1;G. P. Putnam's Sons;
Parker;Robert B.;Looking for Rachel Wallace;219;0-440-04764-1;Dell Publishing;
Parker;Robert B.;Taming a Sea-Horse;320;0-385-29461-1;Dell Publishing;
Parker;Robert B.;Chasing the Bear;176;978-0-399-24776-7;Penguin Group;
Parker;Robert B.;Walking Shadow;270;0-399-13920-6;G. P. Putnam's Sons;
Parker;Robert B.;Back Story;304;0-399-14977-5;G. P. Putnam's Sons;
Parkhurst;Carolyn;The Dogs of Babel;264;ISBN 0-316-16868-8;Little, Brown and Company;
Patchett;Ann;The Patron Saint of Liars (novel);392;978-0-547-52020-9;Houghton Mifflin Harcourt;
Patron;Susan;The Higher Power of Lucky;134;1-4169-0194-9;Simon & Schuster;
Paul;Barbara;The Three-Minute Universe;265;ISBN 0-671-65816-6 (first edition, paperback);Pocket Books;
Paul;Barbara;Your Eyelids Are Growing Heavy;187;0-385-17466-7;Doubleday (publisher);
Paulsen;Gary;The Rifle;112;0-440-21920-5;Bantam Books;
Paulsen;Gary;Murphy's War (novel);152;0-671-66986-9;Pocket Books;
Paulsen;Gary;Murphy's Ambush;112;0-8027-4149-5;Bloomsbury Publishing;
Paulsen;Gary;Murphy's Stand;118;0-8027-1277-0;Bloomsbury Publishing;
Paulsen;Gary;Murphy's Trail;137;0-8027-4154-1;Bloomsbury Publishing;
Paulsen;Gary;The Gorgon Slayer;80;ISBN 0-440-41041-X;Random House;
Paulsen;Gary;Harris and Me;168;978-0-15-292877-3;Harcourt (publisher);
Paulsen;Gary;Flight of the Hawk;96;0-440-41228-5;Random House;
Paulsen;Gary;The Transall Saga;256;0-606-17349-8, 9780606173490;Random House;
Paulsen;Gary;The Glass Cafe;112;0-385-32499-5;Random House;
