LastName;FirstName;BookTitle;PagesNb;Isbn;PublisherName;
De Camp;Catherine Crook;The Incorporated Knight;191;0-932096-46-8;Phantasia Press;
De Camp;Catherine Crook;The Pixilated Peeress;208;0-345-36732-4;Del Rey Books;
De Camp;L. Sprague;Elephant (science book);179;NA;Jove Books;
De Camp;L. Sprague;Conan (collection);221;NA;Lancer Books;
De Camp;L. Sprague;Conan the Adventurer (collection);224;NA;Lancer Books;
De Camp;L. Sprague;Engines (children's book);56;NA;Western Publishing;
De Camp;L. Sprague;Lost Continents;362;NA;Gnome Press;
De Camp;L. Sprague;Literary Swordsmen and Sorcerers;313;0-87054-076-9;Arkham House;
De Camp;L. Sprague;Dark Valley Destiny;402;0-312-94074-2;James Frenkel;
De Camp;L. Sprague;The Spell of Seven;192;NA;Jove Books;
De Camp;L. Sprague;The Goblin Tower;253;NA;Jove Books;
De Camp;L. Sprague;Darwin and His Great Discovery;248;NA;Macmillan Publishers;
De Camp;L. Sprague;The Hostage of Zir;213;0-399-12097-1;Berkley Books;
De Camp;L. Sprague;Aristotle and the Gun and Other Stories;240;ISBN 0-7862-4311-2;Gale (publisher);
De Camp;L. Sprague;Rubber Dinosaurs and Wooden Elephants;143;0-89370-354-0;Borgo Press;
De Camp;L. Sprague;Phantoms and Fancies;107;NA;Jack L. Chalker;
De Camp;L. Sprague;The Fringe of the Unknown;208;0-87975-217-3;Prometheus Books;
De Camp;L. Sprague;The Honorable Barbarian;240;0-345-36091-5;Del Rey Books;
De Camp;L. Sprague;The Heroic Age of American Invention;290;NA;Doubleday (publisher);
De Camp;L. Sprague;The Bronze God of Rhodes;406;NA;Doubleday (publisher);
De Camp;L. Sprague;The Dragon of the Ishtar Gate;429;NA;Doubleday (publisher);
De Camp;L. Sprague;The Golden Wind;288;NA;Doubleday (publisher);
De Camp;L. Sprague;Great Cities of the Ancient World;510;0-385-09187-7;Doubleday (publisher);
De Camp;L. Sprague;The Ancient Engineers;408;NA;Doubleday (publisher);
De Camp;L. Sprague;Energy and Power;54;NA;Western Publishing;
De Camp;L. Sprague;Scribblings;95;NA;NESFA Press;
De Camp;L. Sprague;Conan the Barbarian (1982 novel);181;0-553-22544-8;Bantam Books;
De Camp;L. Sprague;Fantasy Twin;503;NA;Fantasy Publishing Company, Inc.;
De Camp;L. Sprague;The Treasure of Tranicos (collection);191;0-441-82245-2;Ace Books;
De Camp;L. Sprague;The Arrows of Hercules;297;NA;Doubleday (publisher);
De Camp;L. Sprague;Man and Power;189;NA;Western Publishing;
De Camp;L. Sprague;Solomon's Stone;224;NA;Avalon Books;
De Camp;L. Sprague;The Fantastic Swordsmen;204;NA;Jove Books;
De Camp;L. Sprague;The Tritonian Ring;224;NA;Hachette Book Group;
De Camp;L. Sprague;The Fallible Fiend;143;0-345-29367-3;New American Library;
De Camp;L. Sprague;Conan the Buccaneer;191;NA;Lancer Books;
De Camp;L. Sprague;Lest Darkness Fall;379;NA;Henry Holt and Company;
De Camp;L. Sprague;Swords and Sorcery;186;NA;Jove Books;
De Camp;L. Sprague;The Flame Knife;157;0-441-11666-3;Ace Books;
De Camp;L. Sprague;The Spell of Conan;244;0-441-11669-8;Ace Books;
De Camp;L. Sprague;The Conan Chronicles;569;0-7474-0547-6;Sphere Books;
De Camp;L. Sprague;Conan of Cimmeria;189;NA;Lancer Books;
De Camp;L. Sprague;The Conan Grimoire;261;NA;Jack L. Chalker;
De Camp;L. Sprague;The Conan Reader;148;NA;Jack L. Chalker;
De Camp;L. Sprague;The Conan Swordbook;255;NA;Jack L. Chalker;
De Camp;L. Sprague;The Enchanter Reborn;296;0-671-72134-8;Baen Books;
De Camp;L. Sprague;The Exotic Enchanter;288;ISBN 0-671-87666-X;Baen Books;
De Camp;L. Sprague;Ancient Ruins and Archaeology;294;NA;Doubleday (publisher);
De Camp;L. Sprague;Lovecraft: A Biography;480;0-385-00578-4;Doubleday (publisher);
De Camp;L. Sprague;Warlocks and Warriors;255;NA;G. P. Putnam's Sons;
De Camp;L. Sprague;Footprints on Sand;327;0-911682-25-2;Advent:Publishers;
De Camp;L. Sprague;Spirits, Stars, and Spells;348;NA;Canaveral Press;
De Camp;L. Sprague;Divide and Rule (collection);231;NA;Fantasy Press;
De Camp;L. Sprague;The Story of Science in America;282;NA;Charles Scribner's Sons;
De Camp;L. Sprague;The Day of the Dinosaur;319;N/A;Doubleday (publisher);
De Camp;L. Sprague;Lands Beyond;329;NA;Rinehart & Company;
De Camp;L. Sprague;The Undesired Princess;248;NA;Fantasy Publishing Company, Inc.;
De Camp;L. Sprague;Conan and the Spider God;175;0-553-13837-5;Bantam Books;
De Camp;L. Sprague;The Reluctant Shaman and Other Fantastic Tales;190;NA;Jove Books;
De Camp;L. Sprague;The Conan Chronicles 2;250;0-7474-0690-1;Orbit Books;
De Camp;L. Sprague;A Gun for Dinosaur and Other Imaginative Tales;359;NA;Doubleday (publisher);
De Camp;L. Sprague;The Reluctant King;533;NA (book club);Doubleday (publisher);
De Camp;L. Sprague;Conan the Swordsman;274;0-553-12018-2;Bantam Books;
De Camp;L. Sprague;The Blade of Conan;310;0-441-11670-1;Ace Books;
De Camp;L. Sprague;Sprague de Camp's New Anthology of Science Fiction;158;NA;Panther Books;
De Camp;L. Sprague;Rivers of Time;258;ISBN 0-671-72195-X;Baen Books;
De Camp;L. Sprague;The Best of L. Sprague de Camp;301;NA;Doubleday (publisher);
De Camp;L. Sprague;Conan the Avenger;192;NA;Lancer Books;
De Camp;L. Sprague;Wall of Serpents;223;NA;Avalon Books;
De Camp;L. Sprague;The Castle of Iron;224;NA;Gnome Press;
De Camp;L. Sprague;The Great Monkey Trial;538;0-385-04625-1;Doubleday (publisher);
De Camp;L. Sprague;The Compleat Enchanter;341;N/A;Doubleday (publisher);
De Camp;L. Sprague;The Unbeheaded King;185;0-345-30773-9;Del Rey Books;
De Camp;L. Sprague;Rogue Queen;222;NA;Doubleday (publisher);
De Camp;L. Sprague;The Stones of Nomuru;215;0-89865-678-8;The Donning Company;
De Camp;L. Sprague;The Venom Trees of Sunga;211;0-345-37551-3;Del Rey Books;
De Camp;L. Sprague;The Swords of Zinjaban;309;0-671-72039-2;Baen Books;
De Camp;L. Sprague;The Great Fetish;177;0-385-13139-9;Doubleday (publisher);
De Camp;L. Sprague;The Mathematics of Magic: The Enchanter Stories of L. Sprague de Camp and Fletcher Pratt;512;1-886778-65-5;NESFA Press;
De Camp;L. Sprague;The Clocks of Iraz;190;NA;Jove Books;
De Camp;L. Sprague;Time and Chance: an Autobiography;444;1-880418-32-0;Donald M. Grant, Publisher;
De Camp;L. Sprague;The Complete Compleat Enchanter;498;0-7474-0079-2;Sphere Books;
De Camp;L. Sprague;The Glory That Was;223;NA;Avalon Books;
De Camp;L. Sprague;Conan the Liberator;274;0-553-12706-3;Bantam Books;
De Camp;L. Sprague;Tales of Conan;219;NA;Gnome Press;
De Camp;L. Sprague;The Carnelian Cube;230;NA;Gnome Press;
De Camp;L. Sprague;The Return of Conan;191;NA;Gnome Press;
De Camp;L. Sprague;Science-Fiction Handbook;328;NA;Hermitage House;
De Camp;L. Sprague;The Wheels of If and Other Science Fiction;222;NA;Shasta Publishers;
De Camp;L. Sprague;Sagas of Conan;448;0-7653-1054-6;Tor Books;
De Camp;L. Sprague;The Virgin & the Wheels;191;NA;Popular Library;
De Camp;L. Sprague;Demons and Dinosaurs;72;NA;Arkham House;
De Camp;L. Sprague;The Incorporated Knight;191;0-932096-46-8;Phantasia Press;
De Camp;L. Sprague;The Purple Pterodactyls;228;0-932096-02-6;Phantasia Press;
De Camp;L. Sprague;Heroes and Hobgoblins;158;ISBN 0-937986-33-X;Donald M. Grant, Publisher;
De Camp;L. Sprague;The Virgin of Zesh & The Tower of Zanid;263;0-441-86495-3;Ace Books;
De Camp;L. Sprague;Conan of Aquilonia;171;0-441-11682-5;Ace Books;
De Camp;L. Sprague;Tales from Gavagan's Bar;228;NA;Gale (publisher);
De Camp;L. Sprague;The Continent Makers and Other Tales of the Viagens;272;NA;Gale (publisher);
De Camp;L. Sprague;The Tritonian Ring and Other Pusadian Tales;262;NA;Gale (publisher);
De Camp;L. Sprague;Genus Homo (novel);225;NA;Fantasy Press;
De Camp;L. Sprague;Conan the Freebooter;223;NA;Lancer Books;
De Camp;L. Sprague;Conan the Usurper;256;NA;Lancer Books;
De Camp;L. Sprague;Conan the Wanderer;222;NA;Lancer Books;
De Camp;L. Sprague;Conan of the Isles;189;NA;Lancer Books;
De Camp;L. Sprague;Inventions and Their Management;733;NA;International Textbook Company;
De Camp;L. Sprague;Land of Unreason;260;NA;Henry Holt and Company;
De Camp;L. Sprague;The Ape-Man Within;266;ISBN 0-87975-951-8;Prometheus Books;
De Camp;L. Sprague;The Pixilated Peeress;208;0-345-36732-4;Del Rey Books;
De Camp;L. Sprague;The Incomplete Enchanter;326;NA;Henry Holt and Company;
DeLillo;Don;Libra (novel);448;0-670-82317-1;Viking Press;
DeLillo;Don;Falling Man (novel);256;1-4165-4602-2;Charles Scribner's Sons;
DeLillo;Don;Players (DeLillo novel);212;0-394-41260-5;Alfred A. Knopf;
DeLillo;Don;Amazons (novel);390;ISBN 0-03-055426-8;Holt McDougal;
DeLillo;Don;The Names (novel);339;ISBN 0-394-52814-X;Alfred A. Knopf;
DeLillo;Don;Great Jones Street (novel);265;0-395-15566-5;Houghton Mifflin Harcourt;
DeLillo;Don;Running Dog (novel);246;0-394-50143-8;Alfred A. Knopf;
DeLillo;Don;Underworld (DeLillo novel);827;ISBN 0-684-84269-6 (hardback first edition);Charles Scribner's Sons;
DeLillo;Don;Mao II;256;0-670-83904-3;Charles Scribner's Sons;
DeLillo;Don;Pafko at the Wall;96;0-7432-3000-0;Charles Scribner's Sons;
DeLillo;Don;White Noise (novel);326;0-670-80373-1;Viking Press;
DeLillo;Don;Americana (novel);388;ISBN 0-395-12094-2;Houghton Mifflin Harcourt;
DeLillo;Don;Cosmopolis (novel);224;ISBN 0-7432-4424-9 (hardcover first edition);Charles Scribner's Sons;
DeLillo;Don;End Zone;242;0-395-13645-8;Houghton Mifflin Harcourt;
DeLillo;Don;The Body Artist;128;ISBN 0-7432-0395-X;Charles Scribner's Sons;
DeLillo;Don;Point Omega;117;978-1-4391-6995-7;Charles Scribner's Sons;
DeLillo;Don;Ratner's Star;438;ISBN 0-394-40083-6;Alfred A. Knopf;
Decandido;Keith R. A.;Blackout (Buffy novel);256;1-4169-1917-1;Simon & Schuster;
Demille;Nelson;Up Country;706;0-446-51657-0;Grand Central Publishing;
Demille;Nelson;The Gate House;688;ISBN 0-446-53342-4 (first edition, hardback);Grand Central Publishing;
Demille;Nelson;The Lion's Game;688;0-446-67909-7;Grand Central Publishing;
Demille;Nelson;The Gold Coast (DeMille novel);500;0-446-51504-3;Grand Central Publishing;
Deweese;Gene;Chain of Attack;251;ISBN 0-671-66658-4 (first edition, paperback);Pocket Books;
Deweese;Gene;The Peacekeepers;310;ISBN 0-671-66929-X;Pocket Books;
Deweese;Gene;The Final Nexus;282;ISBN 0-671-66018-7 (first edition, paperback);Pocket Books;
DiCamillo;Kate;Because of Winn-Dixie;182;0-7636-0776-2;Candlewick Press;
DiCamillo;Kate;The Tale of Despereaux;276;0-7636-1722-9;Candlewick Press;
DiCamillo;Kate;The Magician's Elephant;208;978-0-7636-4410-9;Candlewick Press;
DiCamillo;Kate;The Miraculous Journey of Edward Tulane;192;0-7636-2589-2;Candlewick Press;
Dick;Philip K.;Robots, Androids, and Mechanical Oddities;261;0-8093-1159-3;Southern Illinois University Press;
Dick;Philip K.;Voices from the Street;301;0-7653-1692-7;Tor Books;
Dick;Philip K.;The Broken Bubble;246;1-55710-012-8;Arbor House;
Dick;Philip K.;The Father-Thing (collection);376;0-575-04616-3;Victor Gollancz Ltd;
Dick;Philip K.;Humpty Dumpty in Oakland;199;0-575-03875-6;Victor Gollancz Ltd;
Dick;Philip K.;The Exegesis of Philip K. Dick;944;978-0-547-54927-9;Houghton Mifflin Harcourt;
Dick;Philip K.;Dr. Bloodmoney, or How We Got Along After the Bomb;222;NA;Ace Books;
Dick;Philip K.;The Cosmic Puppets;127;NA;Ace Books;
Dick;Philip K.;The Variable Man (collection);255;NA;Ace Books;
Dick;Philip K.;The Crack in Space;190;NA;Ace Books;
Dick;Philip K.;Deus Irae;182;0-385-04527-1;Doubleday (publisher);
Dick;Philip K.;Eye in the Sky (novel);255;NA;Ace Books;
Dick;Philip K.;Paycheck (collection);312;0-575-07001-3;Victor Gollancz Ltd;
Dick;Philip K.;The Book of Philip K. Dick;187;NA;DAW Books;
Dick;Philip K.;The Simulacra;192;NA;Ace Books;
Dick;Philip K.;A Maze of Death;216;NA;Doubleday (publisher);
Dick;Philip K.;Vintage PKD;189;1-4000-9607-3;Vintage Books;
Dick;Philip K.;A Scanner Darkly;220;ISBN 0-385-01613-1 (1st edition);Doubleday (publisher);
Dick;Philip K.;Radio Free Albemuth;214;ISBN 0-87795-762-2;Arbor House;
Dick;Philip K.;Puttering About in a Small Land;291;0-89733-149-4;Academy Chicago Publishers;
Dick;Philip K.;The Zap Gun;176;NA;Jove Books;
Dick;Philip K.;The Man Who Japed;160;NA;Ace Books;
Dick;Philip K.;Clans of the Alphane Moon;192;NA;Ace Books;
Dick;Philip K.;Our Friends from Frolix 8;189;0-441-64401-5;Ace Books;
Dick;Philip K.;The Game-Players of Titan;191;NA;Ace Books;
Dick;Philip K.;The Unteleported Man;100;NA;Ace Books;
Dick;Philip K.;Vulcan's Hammer;139;NA;Ace Books;
Dick;Philip K.;Dr. Futurity;138;NA;Ace Books;
Dick;Philip K.;Nick and the Glimmung;141;0-575-04307-5;Victor Gollancz Ltd;
Dick;Philip K.;Minority Report (2002 collection);290;1-85798-738-1;Victor Gollancz Ltd;
Dick;Philip K.;The Man Whose Teeth Were All Exactly Alike;223;ISBN 0-9612970-0-X;Mark V. Ziesing;
Dick;Philip K.;The Ganymede Takeover;157;NA;Ace Books;
Dick;Philip K.;Time Out of Joint;221;NA;J. B. Lippincott & Co.;
Dick;Philip K.;Solar Lottery;188;N/A;Ace Books;
Dick;Philip K.;The Three Stigmata of Palmer Eldritch;278;978-0-575-07997-7 (2007 reprint);Doubleday (publisher);
Dick;Philip K.;Ubik;202;978-0-575-07921-2 & 0-679-73664-6;Doubleday (publisher);
Dick;Philip K.;Flow My Tears, the Policeman Said;231;0-7838-9583-6;Doubleday (publisher);
Dick;Philip K.;Now Wait for Last Year;214;NA;Doubleday (publisher);
Dick;Philip K.;Galactic Pot-Healer;144;NA;Berkley Books;
Dick;Philip K.;The Little Black Box (collection);395;ISBN 0-575-04845-X;Victor Gollancz Ltd;
Dick;Philip K.;We Can Build You;206;ISBN 0-679-75296-X (recent edition);DAW Books;
Dick;Philip K.;Selected Stories of Philip K. Dick;476;0-375-42151-3;Random House;
Dick;Philip K.;The World Jones Made;192;NA;Ace Books;
Dick;Philip K.;Beyond Lies the Wub (collection);404;0-575-04407-1;Victor Gollancz Ltd;
Dick;Philip K.;Second Variety (1989 collection);395;0-575-04460-8;Victor Gollancz Ltd;
Dick;Philip K.;The Days of Perky Pat (collection);380;0-575-04756-9;Victor Gollancz Ltd;
Dick;Philip K.;The Dark Haired Girl;249;0-929480-03-1;Mark V. Ziesing;
Dick;Philip K.;The Best of Philip K. Dick;450;0-345-25359-0;Del Rey Books;
Dick;Philip K.;I Hope I Shall Arrive Soon (collection);179;0-385-19567-2;Doubleday (publisher);
Dick;Philip K.;Mary and the Giant;230;0-87795-850-5;Arbor House;
Dick;Philip K.;The Penultimate Truth;174;NA;Belmont Books;
Dick;Philip K.;The Golden Man (collection);337;ISBN 0-425-04288-X;Berkley Books;
Dick;Philip K.;Martian Time-Slip;220;NA;Ballantine Books;
Didion;Joan;We Tell Ourselves Stories in Order to Live;1122;0-307-26487-4;Alfred A. Knopf;
Didion;Joan;A Book of Common Prayer;280;ISBN 0-671-49589-5 (Simon & Schuster paperback edition);Simon & Schuster;
Didion;Joan;After Henry (book);319;0-671-72731-1;Simon & Schuster;
Didion;Joan;Democracy (novel);240;ISBN 0-679-75485-7 (Vintage International paperback edition);Simon & Schuster;
Didion;Joan;Miami (book);238;978-0-88619-175-7;Simon & Schuster;
Didion;Joan;Political Fictions;352;ISBN 0-375-41338-3 (Knopf hardcover edition);Alfred A. Knopf;
Didion;Joan;The Last Thing He Wanted;227;0-679-43331-7;Alfred A. Knopf;
Didion;Joan;The White Album (book);222;0-671-22685-1;Simon & Schuster;
Didion;Joan;The Year of Magical Thinking;240;1-4000-4314-X;Alfred A. Knopf;
Didion;Joan;Where I Was From;240;0-679-43332-5;Alfred A. Knopf;
Didion;Joan;Blue Nights;208;ISBN 978-0307267672;Alfred A. Knopf;
Dillard;Annie;The Maytrees;224;0-06-123953-4;HarperCollins;
Dillard;Annie;The Living (novel);397;ISBN 0-06-092411-X;HarperCollins;
Disch;Thomas;One Hundred and Two H-Bombs;192;NA;Compact Books;
Disch;Thomas;Camp Concentration;177;NA;Rupert Hart-Davis;
Disch;Thomas;Bad Moon Rising: An Anthology of Political Forebodings;302;NA;Harper (publisher);
Disch;Thomas;Getting into Death;206;ISBN 0-246-10614-X;Rupert Hart-Davis;
Disch;Thomas;White Fang Goes Dingo;192;0-09-004840-7;Random House;
Disch;Thomas;Getting into Death and Other Stories;227;0-394-49803-8;Alfred A. Knopf;
Disch;Thomas;Under Compulsion;220;NA;Rupert Hart-Davis;
Disch;Thomas;The Genocides;143;N/A;Berkley Books;
Disch;Thomas;On Wings of Song;315;0-575-02547-6;Victor Gollancz Ltd;
Doctorow;Edgar Lawrence;The March (novel);384;0-375-50671-3;Random House;
Doctorow;Edgar Lawrence;All the Time in the World (book);304;978-1-4000-6963-7;Random House;
Doctorow;Edgar Lawrence;Ragtime (novel);270;0-394-46901-1;Random House;
Doctorow;Edgar Lawrence;The Book of Daniel (novel);303;978-0-8129-7817-9;Random House;
Doctorow;Edgar Lawrence;Homer & Langley;208;1-4000-6494-5;Random House;
Donaldson;Stephen R.;Fatal Revenant;896;ISBN 978-0-575-07600-6 (first edition, hardback);Victor Gollancz Ltd;
Donaldson;Stephen R.;Daughter of Regals;124;ISBN 0-937986-63-1;Donald M. Grant, Publisher;
Donaldson;Stephen R.;Against All Things Ending;624;ISBN 978-0-399-15678-6 (first edition, hardback);G. P. Putnam's Sons;
Donaldson;Stephen R.;Lord Foul's Bane;480;ISBN 0-8050-1272-9 (USA hardback);Holt McDougal;
Donaldson;Stephen R.;The Runes of the Earth;608;ISBN 0-575-07598-8 (hardback edition) & ISBN 0-399-15232-6 (USA hardback edition);Victor Gollancz Ltd;
Donaldson;Stephen R.;The Illearth War;527;ISBN 0-8050-1271-0 (USA hardback);Holt McDougal;
Donaldson;Stephen R.;The Power that Preserves;489;ISBN 0-8050-1270-2 (USA hardback);Holt McDougal;
Donaldson;Stephen R.;The One Tree;496;978-0-345-29898-0;Del Rey Books;
Donaldson;Stephen R.;The Wounded Land;497;978-0-345-28647-5;Del Rey Books;
Donaldson;Stephen R.;White Gold Wielder;512;978-0-345-30307-3;Del Rey Books;
Donaldson;Stephen R.;The Last Dark;592;ISBN 978-0-575-07602-0;Victor Gollancz Ltd;
Donnelly;Jennifer;A Northern Light;389;978-0-15-216705-9;Harcourt (publisher);
Dooling;Richard;Rapture for the Geeks;272;978-0307405258;Crown Publishing Group;
Dorris;Michael;A Yellow Raft in Blue Water;343;ISBN 0-8050-0045-3 (hardback edition) & ISBN 0-446-38787-8 (paperback edition);Henry Holt and Company;
Dos Passos;John;U.S.A. (trilogy);1312;978-1-883011-14-7;Library of America;
Dove;Rita;On the Bus with Rosa Parks;95;ISBN 978-0-393-04722-6;W. W. Norton & Company;
Dove;Rita;Thomas and Beulah;80;ISBN 0-88748-021-7 (Paperback);Carnegie Mellon University Press;
Dove;Rita;American Smooth (book);143;978-0-393-05987-8;W. W. Norton & Company;
Doyle;Larry;I Love You, Beth Cooper;255;978-0-06-123617-4;HarperCollins;
Drake;Leah Bodine;A Hornbook for Witches;70;NA;Arkham House;
Duane;Diane Elizabeth;Tom Clancy's Net Force Explorers: Runaways;184;747261563;Berkley Books;
Duane;Diane Elizabeth;Doctor's Orders (novel);291;ISBN 0-671-66189-2 (first edition, paperback);Pocket Books;
Duane;Diane Elizabeth;A Wizard of Mars;560;978-0-15-204770-2;Harcourt (publisher);
Duane;Diane Elizabeth;My Enemy, My Ally;309;ISBN 0-671-70421-4 (first edition, paperback);Pocket Books;
Duane;Diane Elizabeth;Dark Mirror (Star Trek novel);337;0-671-79438-8;Star Trek;
Duane;Diane Elizabeth;The Book of Night with Moon (novel);352;0-446-67302-1;Hachette Book Group;
Duane;Diane Elizabeth;A Wizard Abroad;368;ISBN 0-15-216238-0;Harcourt (publisher);
Duane;Diane Elizabeth;A Wizard Alone;352;ISBN 0-15-204911-8;Harcourt (publisher);
Duane;Diane Elizabeth;Deep Wizardry;384;0-15-216257-7;Harcourt (publisher);
Duane;Diane Elizabeth;High Wizardry;368;0-15-216244-5;Harcourt (publisher);
Duane;Diane Elizabeth;So You Want to Be a Wizard;400;ISBN 0-15-216250-X;Harcourt (publisher);
Duane;Diane Elizabeth;The Wizard's Dilemma;432;0-15-202460-3;Harcourt (publisher);
Duane;Diane Elizabeth;Wizard's Holiday;448;0-15-205207-0;Harcourt (publisher);
Duane;Diane Elizabeth;Wizards at War;560;0-15-204772-7;Harcourt (publisher);
Duane;Diane Elizabeth;Tom Clancy's Net Force Explorers: Virtual Vandals;181;747260710;Berkley Books;
Duane;Diane Elizabeth;Tom Clancy's Net Force Explorers: One is the Loneliest Number;182;747261458;Berkley Books;
Duane;Diane Elizabeth;The Wounded Sky;255;ISBN 0-671-47389-1 (first edition, paperback);Pocket Books;
Duane;Diane Elizabeth;The Romulan Way;254;ISBN 0-671-63498-4 (first edition, paperback);Pocket Books;
Duane;Diane Elizabeth;Tom Clancy's Net Force Explorers: Death Match;192;042518448X;Berkley Books;
Duane;Diane Elizabeth;Tom Clancy's Net Force Explorers: End Game;183;747261504;Berkley Books;
Duane;Diane Elizabeth;Tom Clancy's Net Force Explorers: The Deadliest Game;182;747260702;Berkley Books;
Dubus;Andre;Dancing After Hours;256;978-0-679-75114-4;Vintage Books;
Due;Tananarive;Naked Came the Manatee;201;978-0-399-14192-8;G. P. Putnam's Sons;
Due;Tananarive;My Soul to Keep;246;978-0-06-018742-2;HarperCollins;
Due;Tananarive;The Between;288;0-06-092726-7;HarperCollins;
Dugard;Martin;The Last Voyage of Columbus;304;0-7595-1376-7;Little, Brown and Company;
Dugard;Martin;Killing Kennedy;336;ISBN 0805096663;Henry Holt and Company;
Duncan;Lois;The Third Eye (novel);220;0-316-19553-7;Little, Brown and Company;
Duncan;Lois;I Know What You Did Last Summer (novel);199;ISBN 0-316-19546-4 (first edition, hardback);Little, Brown and Company;
Duncan;Lois;Killing Mr. Griffin;243;ISBN 0-316-19549-9 (first edition, hardback);Little, Brown and Company;
Duprau;Jeanne;The Diamond of Darkhold;285;ISBN 0-375-85571-8 (hardcover first edition);Random House;
Duprau;Jeanne;The People of Sparks;338;0-375-82824-9;Random House;
Duprau;Jeanne;The Prophet of Yonwood;289;0-375-87526-3;Random House;
Durbin;Frederic S.;Dragonfly (Durbin novel);300;0-87054-175-7;Arkham House;
Durham;David Anthony;Acacia: The War with the Mein;592;0-385-50606-6;Doubleday (publisher);
Durham;David Anthony;Acacia: The Sacred Band;576;0-307-73968-6;Doubleday (publisher);
Durham;David Anthony;Gabriel's Story;304;0-385-49814-4;Doubleday (publisher);
Durham;David Anthony;Pride of Carthage;592;0-385-72249-4;Doubleday (publisher);
Durham;David Anthony;Walk Through Darkness;304;0-385-49925-6;Doubleday (publisher);
Easton;Dossie;The Ethical Slut;288;1-890159-01-8;Greenery Press;
Ebershoff;David;The 19th Wife;525;ISBN 1-4000-6397-3;Random House;
Effinger;George Alec;A Fire in the Sun;189;ISBN 0-385-26324-4;Doubleday (publisher);
Effinger;George Alec;Budayeen Nights;235;ISBN 1-930846-19-3 (first edition);Golden Gryphon Press;
Effinger;George Alec;Tales from Jabba's Palace;464;ISBN 0-553-56815-9;Bantam Spectra;
Egan;Jennifer;The Keep (Egan novel);239;1-4000-4392-1;Alfred A. Knopf;
Eggers;Dave;The Circle (Eggers novel);504;ISBN  978-0-385-35139-3 (first edition, hardcover);McSweeney's;
Eggers;Dave;A Heartbreaking Work of Staggering Genius;375;0-684-86347-2;Simon & Schuster;
Eggers;Dave;What Is the What;475;1-932416-64-1;McSweeney's;
Eggers;Dave;A Hologram for the King;312;ISBN  193636574X (first edition, hardcover);McSweeney's;
Ehrenreich;Barbara;Bait and Switch: The (Futile) Pursuit of the American Dream;256;1429915706;Henry Holt and Company;
Ehrenreich;Barbara;Nickel and Dimed;224;0-8050-8838-5;Henry Holt and Company;
Eichner;Henry M.;Atlantean Chronicles;230;NA;Fantasy Publishing Company, Inc.;
Eisenstein;Phyllis;Sorcerer's Son;380;ISBN 0-451-15683-8 (paperback);Del Rey Books;
Eisenstein;Phyllis;Born to Exile;202;0-87054-082-3;Arkham House;
Ellis;Bret Easton;Less Than Zero (novel);208;978-0-14-008894-6;Simon & Schuster;
Ellis;Bret Easton;Imperial Bedrooms;169;0-307-26610-9;Alfred A. Knopf;
Ellis;Bret Easton;Glamorama;546;0-375-40412-0;Alfred A. Knopf;
Ellis;Bret Easton;Lunar Park;320;0-375-41291-3;Alfred A. Knopf;
Ellis;Bret Easton;American Psycho;399;978-0-679-73577-9;Vintage Books;
Ellison;Ralph Waldo;Invisible Man;581;978-0-679-60139-5;Random House;
Ellison;Ralph Waldo;Juneteenth (novel);368;0-394-46457-5;Random House;
Ellison;Ralph Waldo;Three Days Before the Shooting...;1101;978-0375759536;Random House;
Ellroy;James;LAPD '53;208;ISBN 978-1-4197-1585-3 (first edition, hardcover), ISBN 1419715852;Abrams Books;
Ellroy;James;White Jazz;349;ISBN 0-679-41449-5 (first edition, hardcover);Alfred A. Knopf;
Ellroy;James;Killer on the Road;280;ISBN 0-380-89934-5 (first edition, paperback);Avon (publisher);
Ellroy;James;The Black Dahlia (novel);325;0-89296-206-2 (1st ed., hardcover);Mysterious Press;
Ellroy;James;Blood's a Rover;656;ISBN 978-0-679-40393-7 (first edition, hardcover), ISBN 0679403930;Alfred A. Knopf;
Ellroy;James;The Cold Six Thousand;672;ISBN 0-679-40392-2 (first American edition, hardback);Alfred A. Knopf;
Ellroy;James;Destination: Morgue!;389;ISBN 1-4000-3287-3 (first edition, trade paperback);Vintage Books;
Ellroy;James;Hollywood Nocturnes;229;ISBN 978-1-883402-54-9 (first edition, hardcover);Otto Penzler;
Ellroy;James;Crime Wave (book);288;ISBN 0-375-70471-X (first edition, trade paperback);Vintage Books;
Ellroy;James;My Dark Places (book);355;0-679-44185-9;Alfred A. Knopf;
Ellroy;James;The Hilliker Curse;203;ISBN 978-0-307-59350-4, ISBN 0307593509;Alfred A. Knopf;
Emshwiller;Carol;The Mount (novel);232;1-931520-03-8;Small Beer Press;
Engle;Margarita M.;The Surrender Tree: Poems of Cuba's Struggle for Freedom;384;978-0312608712;Macmillan Publishers (United States);
Enright;Elizabeth;The Saturdays (novel);175;9,78E+12;Farrar & Rinehart;
Enright;Elizabeth;The Four-Story Mistake;177;9,78E+12;Farrar & Rinehart;
Enright;Elizabeth;Then There Were Five;241;9,78E+12;Farrar & Rinehart;
Erdrich;Louise;The Round House (novel);336;978-0062065247;Harper (publisher);
Erdrich;Louise;The Master Butchers Singing Club;400;0-06-620977-3;HarperCollins;
Erickson;Steve;Zeroville;329;978-1-933372-39-6;Europa Editions;
Erickson;Steve;Arc d'X;299;0-671-74296-5;Poseidon Press;
